,0,1,2,3,4,5
788,3.945,0.09,0.09,1.85e-08,0.000784665,-0.000975525
789,3.95,0.09,0.09,1.83e-08,0.000790634,-0.000982572
790,3.955,0.09,0.09,1.81e-08,0.000796675,-0.000989718
791,3.96,0.09,0.09,1.8e-08,0.000802786,-0.000996962
792,3.965,0.09,0.09,1.79e-08,0.000808967,-0.0010042999999999999
793,3.97,0.09,0.09,1.78e-08,0.000815216,-0.00101174
794,3.975,0.09,0.09,1.77e-08,0.000821534,-0.00101928
795,3.98,0.09,0.09,1.75e-08,0.000827917,-0.00102691
796,3.985,0.09,0.09,1.74e-08,0.000834364,-0.00103463
797,3.99,0.09,0.09,1.74e-08,0.000840873,-0.00104244
798,3.995,0.09,0.09,1.74e-08,0.000847444,-0.00105034
799,4.0,0.09,0.09,1.72e-08,0.000854076,-0.00105834
800,4.005,0.09,0.09,1.71e-08,0.00086077,-0.00106642
801,4.01,0.09,0.09,1.69e-08,0.000867525,-0.0010745999999999998
802,4.015,0.09,0.09,1.67e-08,0.000874339,-0.00108286
803,4.02,0.09,0.09,1.65e-08,0.000881213,-0.00109122
804,4.025,0.09,0.09,1.63e-08,0.000888143,-0.00109966
805,4.03,0.09,0.09,1.63e-08,0.000895124,-0.00110819
806,4.035,0.09,0.09,1.62e-08,0.000902157,-0.00111679
807,4.04,0.09,0.09,1.61e-08,0.00090924,-0.00112548
808,4.045,0.09,0.09,1.59e-08,0.00091637,-0.00113425
809,4.05,0.09,0.09,1.57e-08,0.000923538,-0.00114309
810,4.055,0.09,0.09,3.45e-08,0.000930735,-0.001152
811,4.06,0.09,0.09,1.58e-08,0.000937985,-0.00116096
812,4.065,0.09,0.09,3.4e-08,0.000945253,-0.00117001
813,4.07,0.09,0.09,3.43e-08,0.000952565,-0.00117912
814,4.075,0.09,0.09,3.36e-08,0.000959912,-0.00118829
815,4.08,0.09,0.09,3.33e-08,0.00096729,-0.00119753
816,4.085,0.09,0.09,3.28e-08,0.000974701,-0.00120683
817,4.09,0.09,0.09,3.25e-08,0.000982141,-0.0012162000000000002
818,4.095,0.09,0.09,3.22e-08,0.000989611,-0.00122563
819,4.1,0.09,0.09,3.18e-08,0.000997107,-0.00123511
820,4.105,0.09,0.09,3.15e-08,0.00100463,-0.00124466
821,4.11,0.09,0.09,3.12e-08,0.00101218,-0.00125426
822,4.115,0.09,0.09,3.09e-08,0.00101974,-0.00126391
823,4.12,0.09,0.09,3.04e-08,0.00102734,-0.00127362
824,4.125,0.09,0.09,2.99e-08,0.00103495,-0.00128339
825,4.13,0.09,0.09,2.97e-08,0.00104259,-0.00129321
826,4.135,0.09,0.09,3.01e-08,0.00105024,-0.00130309
827,4.14,0.09,0.09,2.9e-08,0.00105791,-0.00131301
828,4.145,0.09,0.09,2.88e-08,0.0010656,-0.00132298
829,4.15,0.09,0.09,2.85e-08,0.0010733,-0.00133299
830,4.155,0.09,0.09,2.82e-08,0.001081,-0.00134305
831,4.16,0.09,0.09,2.77e-08,0.00108872,-0.00135315
832,4.165,0.09,0.09,2.75e-08,0.00109645,-0.0013633
833,4.17,0.09,0.09,2.77e-08,0.00110418,-0.00137348
834,4.175,0.09,0.09,2.73e-08,0.00111193,-0.0013837
835,4.18,0.09,0.09,2.7e-08,0.00111967,-0.00139396
836,4.185,0.09,0.09,2.66e-08,0.00112742,-0.00140425
837,4.19,0.09,0.09,2.63e-08,0.00113516,-0.00141458
838,4.195,0.09,0.09,2.59e-08,0.00114291,-0.00142493
839,4.2,0.09,0.09,2.57e-08,0.00115065,-0.00143531
840,4.205,0.09,0.09,2.55e-08,0.00115838,-0.00144572
841,4.21,0.09,0.09,2.53e-08,0.00116611,-0.00145616
842,4.215,0.09,0.09,2.5e-08,0.00117383,-0.00146661
843,4.22,0.09,0.09,2.47e-08,0.00118153,-0.00147709
844,4.225,0.09,0.09,2.45e-08,0.00118923,-0.00148758
845,4.23,0.09,0.09,2.42e-08,0.00119691,-0.00149809
846,4.235,0.09,0.09,2.4e-08,0.00120457,-0.00150862
847,4.24,0.09,0.09,2.38e-08,0.00121222,-0.00151916
848,4.245,0.09,0.09,2.36e-08,0.00121985,-0.00152971
849,4.25,0.09,0.09,2.34e-08,0.00122746,-0.00154027
850,4.255,0.09,0.09,2.32e-08,0.00123504,-0.00155083
851,4.26,0.09,0.09,2.31e-08,0.0012426,-0.0015614000000000001
852,4.265,0.09,0.09,2.3e-08,0.00125013,-0.00157197
853,4.27,0.09,0.09,2.29e-08,0.00125763,-0.00158254
854,4.275,0.09,0.09,2.26e-08,0.0012651,-0.00159311
855,4.28,0.09,0.09,2.25e-08,0.00127255,-0.00160367
856,4.285,0.09,0.09,2.24e-08,0.00127996,-0.00161423
857,4.29,0.09,0.09,2.22e-08,0.00128734,-0.00162479
858,4.295,0.09,0.09,2.2e-08,0.00129468,-0.00163534
859,4.3,0.09,0.09,2.18e-08,0.00130199,-0.00164588
860,4.305,0.09,0.09,2.16e-08,0.00130926,-0.00165641
861,4.31,0.09,0.09,2.15e-08,0.0013165,-0.00166692
862,4.315,0.09,0.09,2.13e-08,0.0013237,-0.00167743
863,4.32,0.09,0.09,2.12e-08,0.00133085,-0.00168791
864,4.325,0.09,0.09,2.1e-08,0.00133796,-0.00169838
865,4.33,0.09,0.09,2.09e-08,0.00134503,-0.00170882
866,4.335,0.09,0.09,2.08e-08,0.00135206,-0.00171925
867,4.34,0.09,0.09,2.07e-08,0.00135904,-0.00172966
868,4.345,0.09,0.09,2.05e-08,0.00136597,-0.00174004
869,4.35,0.09,0.09,2.02e-08,0.00137286,-0.0017504
870,4.355,0.09,0.09,2.02e-08,0.0013797,-0.00176073
871,4.36,0.09,0.09,2.01e-08,0.0013865,-0.00177104
872,4.365,0.09,0.09,1.95e-08,0.00139324,-0.00178132
873,4.37,0.09,0.09,2.13e-08,0.00139993,-0.00179156
874,4.375,0.09,0.09,2.11e-08,0.00140657,-0.00180177
875,4.38,0.09,0.09,2.08e-08,0.00141315,-0.00181195
876,4.385,0.09,0.09,2.05e-08,0.00141968,-0.00182209
877,4.39,0.09,0.09,2.02e-08,0.00142615,-0.00183219
878,4.395,0.09,0.09,2e-08,0.00143256,-0.00184225
879,4.4,0.09,0.09,1.99e-08,0.00143892,-0.00185228
880,4.405,0.09,0.09,1.96e-08,0.00144522,-0.00186226
881,4.41,0.09,0.09,1.93e-08,0.00145146,-0.00187221
882,4.415,0.09,0.09,1.91e-08,0.00145765,-0.00188211
883,4.42,0.09,0.09,1.9e-08,0.00146378,-0.00189198
884,4.425,0.09,0.09,1.89e-08,0.00146985,-0.0019018000000000001
885,4.43,0.09,0.09,1.87e-08,0.00147586,-0.00191157
886,4.435,0.09,0.09,1.85e-08,0.00148182,-0.00192131
887,4.44,0.09,0.09,1.82e-08,0.00148772,-0.0019309999999999998
888,4.445,0.09,0.09,1.82e-08,0.00149356,-0.00194064
889,4.45,0.09,0.09,1.79e-08,0.00149934,-0.00195024
890,4.455,0.09,0.09,1.77e-08,0.00150506,-0.00195979
891,4.46,0.09,0.09,1.75e-08,0.00151072,-0.0019693
892,4.465,0.09,0.09,1.73e-08,0.00151633,-0.00197876
893,4.47,0.09,0.09,1.71e-08,0.00152188,-0.00198817
894,4.475,0.09,0.09,1.7e-08,0.00152736,-0.00199753
895,4.48,0.09,0.09,1.68e-08,0.00153279,-0.00200684
896,4.485,0.09,0.09,1.66e-08,0.00153816,-0.00201611
897,4.49,0.09,0.09,3.96e-08,0.00154346,-0.00202533
898,4.495,0.09,0.09,4.11e-08,0.00154871,-0.0020345
899,4.5,0.09,0.09,4.01e-08,0.00155391,-0.00204361
900,4.505,0.09,0.09,3.98e-08,0.00155904,-0.00205268
901,4.51,0.09,0.09,3.95e-08,0.00156412,-0.00206169
902,4.515,0.09,0.09,3.93e-08,0.00156914,-0.00207065
903,4.52,0.09,0.09,3.9e-08,0.0015741,-0.00207956
904,4.525,0.09,0.09,3.88e-08,0.00157901,-0.00208842
905,4.53,0.09,0.09,3.84e-08,0.00158386,-0.00209723
906,4.535,0.09,0.09,3.83e-08,0.00158865,-0.00210599
907,4.54,0.09,0.09,3.82e-08,0.00159339,-0.0021146999999999997
908,4.545,0.09,0.09,3.8e-08,0.00159807,-0.00212335
909,4.55,0.09,0.09,3.8e-08,0.00160269,-0.00213195
910,4.555,0.09,0.09,3.77e-08,0.00160726,-0.0021405
911,4.56,0.09,0.09,3.73e-08,0.00161178,-0.002149
912,4.565,0.09,0.09,3.73e-08,0.00161624,-0.00215745
913,4.57,0.09,0.09,3.77e-08,0.00162065,-0.00216584
914,4.575,0.09,0.09,3.84e-08,0.001625,-0.00217419
915,4.58,0.09,0.09,4e-08,0.0016293,-0.00218248
916,4.585,0.09,0.09,4.26e-08,0.00163355,-0.00219072
917,4.59,0.09,0.09,4.39e-08,0.00163774,-0.00219891
918,4.595,0.09,0.09,4.53e-08,0.00164189,-0.00220705
919,4.6,0.09,0.09,4.75e-08,0.00164598,-0.00221514
920,4.605,0.09,0.09,5.13e-08,0.00165002,-0.00222318
921,4.61,0.09,0.09,1.83e-08,0.00165403,-0.00223116
922,4.615,0.09,0.09,1.82e-08,0.00165798,-0.00223909
923,4.62,0.09,0.09,1.8e-08,0.00166187,-0.00224697
924,4.625,0.09,0.09,1.74e-08,0.00166571,-0.0022548000000000004
925,4.63,0.09,0.09,1.7e-08,0.00166951,-0.00226258
926,4.635,0.09,0.09,4.4e-08,0.00167324,-0.00227032
927,4.64,0.09,0.09,4.42e-08,0.00167693,-0.002278
928,4.645,0.09,0.09,4.13e-08,0.00168058,-0.00228562
929,4.65,0.09,0.09,4e-08,0.00168418,-0.00229319
930,4.655,0.09,0.09,3.92e-08,0.00168773,-0.00230071
931,4.66,0.09,0.09,4.22e-08,0.00169122,-0.00230818
932,4.665,0.09,0.09,4.26e-08,0.00169467,-0.00231559
933,4.67,0.09,0.09,4.81e-08,0.00169807,-0.00232295
934,4.675,0.09,0.09,4.16e-08,0.00170143,-0.00233025
935,4.68,0.09,0.09,4.03e-08,0.00170474,-0.0023375
936,4.685,0.09,0.09,3.97e-08,0.001708,-0.00234471
937,4.69,0.09,0.09,3.92e-08,0.00171122,-0.00235186
938,4.695,0.09,0.09,3.86e-08,0.00171439,-0.00235896
939,4.7,0.09,0.09,3.81e-08,0.00171752,-0.00236601
940,4.705,0.09,0.09,3.79e-08,0.0017206,-0.00237301
941,4.71,0.09,0.09,3.77e-08,0.00172364,-0.00237995
942,4.715,0.09,0.09,3.75e-08,0.00172664,-0.00238685
943,4.72,0.09,0.09,3.74e-08,0.0017296,-0.0023937
944,4.725,0.09,0.09,3.73e-08,0.00173251,-0.0024005
945,4.73,0.09,0.09,3.72e-08,0.00173538,-0.00240724
946,4.735,0.09,0.09,3.72e-08,0.00173821,-0.00241394
947,4.74,0.09,0.09,3.72e-08,0.001741,-0.00242059
948,4.745,0.09,0.09,3.72e-08,0.00174375,-0.00242719
949,4.75,0.09,0.09,3.73e-08,0.00174645,-0.00243373
950,4.755,0.09,0.09,3.74e-08,0.00174912,-0.00244023
951,4.76,0.09,0.09,3.75e-08,0.00175175,-0.00244668
952,4.765,0.09,0.09,3.77e-08,0.00175433,-0.00245308
953,4.77,0.09,0.09,3.79e-08,0.00175688,-0.00245943
954,4.775,0.09,0.09,3.81e-08,0.00175939,-0.00246573
955,4.78,0.09,0.09,3.84e-08,0.00176186,-0.00247198
956,4.785,0.09,0.09,3.87e-08,0.0017643,-0.00247819
957,4.79,0.09,0.09,3.9e-08,0.00176669,-0.00248434
958,4.795,0.09,0.09,3.94e-08,0.00176905,-0.00249045
959,4.8,0.09,0.09,4.27e-08,0.00177137,-0.0024965
960,4.805,0.09,0.09,1.67e-08,0.00177367,-0.0025025
961,4.81,0.09,0.09,1.52e-08,0.00177592,-0.00250846
962,4.815,0.09,0.09,4.38e-08,0.00177812,-0.00251439
963,4.82,0.09,0.09,4.35e-08,0.0017803,-0.00252026
964,4.825,0.09,0.09,4.42e-08,0.00178244,-0.00252608
965,4.83,0.09,0.09,4.25e-08,0.00178455,-0.00253185
966,4.835,0.09,0.09,4.23e-08,0.00178663,-0.00253758
967,4.84,0.09,0.09,4.26e-08,0.00178867,-0.00254326
968,4.845,0.09,0.09,4.31e-08,0.00179068,-0.00254889
969,4.85,0.09,0.09,4.28e-08,0.00179265,-0.00255448
970,4.855,0.09,0.09,4.31e-08,0.00179459,-0.00256002
971,4.86,0.09,0.09,1.46e-08,0.00179651,-0.0025655
972,4.865,0.09,0.09,1.45e-08,0.00179839,-0.00257095
973,4.87,0.09,0.09,1.48e-08,0.00180023,-0.00257635
974,4.875,0.09,0.09,1.5e-08,0.00180204,-0.00258171
975,4.88,0.09,0.09,1.51e-08,0.00180382,-0.00258702
976,4.885,0.09,0.09,1.53e-08,0.00180556,-0.00259228
977,4.89,0.09,0.09,1.55e-08,0.00180727,-0.0025975
978,4.895,0.09,0.09,1.57e-08,0.00180896,-0.00260267
979,4.9,0.09,0.09,1.58e-08,0.00181061,-0.0026078000000000004
980,4.905,0.09,0.09,1.6e-08,0.00181222,-0.00261288
981,4.91,0.09,0.09,1.61e-08,0.00181381,-0.00261792
982,4.915,0.09,0.09,1.62e-08,0.00181537,-0.00262291
983,4.92,0.09,0.09,1.63e-08,0.00181689,-0.00262785
984,4.925,0.09,0.09,1.64e-08,0.00181839,-0.00263275
985,4.93,0.09,0.09,1.64e-08,0.00181986,-0.00263761
986,4.935,0.09,0.09,1.65e-08,0.00182129,-0.00264242
987,4.94,0.09,0.09,1.64e-08,0.0018227,-0.00264719
988,4.945,0.09,0.09,1.64e-08,0.00182408,-0.00265192
989,4.95,0.09,0.09,1.64e-08,0.00182543,-0.0026566
990,4.955,0.09,0.09,1.64e-08,0.00182675,-0.00266124
991,4.96,0.09,0.09,1.65e-08,0.00182804,-0.00266583
992,4.965,0.09,0.09,1.65e-08,0.0018293,-0.00267039
993,4.97,0.09,0.09,1.66e-08,0.00183054,-0.0026749
994,4.975,0.09,0.09,1.66e-08,0.00183175,-0.00267937
995,4.98,0.09,0.09,1.66e-08,0.00183293,-0.00268379
996,4.985,0.09,0.09,1.67e-08,0.00183409,-0.00268818
997,4.99,0.09,0.09,1.67e-08,0.00183521,-0.00269252
998,4.995,0.09,0.09,1.67e-08,0.00183632,-0.00269682
999,5.0,0.09,0.09,1.68e-08,0.00183739,-0.00270108
1000,5.005,0.09,0.09,1.68e-08,0.00183844,-0.0027053
1001,5.01,0.09,0.09,1.68e-08,0.00183946,-0.00270948
1002,5.015,0.09,0.09,1.69e-08,0.00184046,-0.00271361
1003,5.02,0.09,0.09,1.69e-08,0.00184143,-0.00271771
1004,5.025,0.09,0.09,1.7e-08,0.00184238,-0.00272177
1005,5.03,0.09,0.09,1.7e-08,0.0018433,-0.00272579
1006,5.035,0.09,0.09,1.7e-08,0.0018442,-0.00272976
1007,5.04,0.09,0.09,1.71e-08,0.00184507,-0.0027337
1008,5.045,0.09,0.09,1.71e-08,0.00184592,-0.0027375999999999998
1009,5.05,0.09,0.09,1.72e-08,0.00184674,-0.00274146
1010,5.055,0.09,0.09,1.79e-08,0.00184754,-0.00274528
1011,5.06,0.09,0.09,1.86e-08,0.00184832,-0.00274907
1012,5.065,0.09,0.09,1.91e-08,0.00184907,-0.00275281
1013,5.07,0.09,0.09,1.95e-08,0.0018498,-0.00275652
1014,5.075,0.09,0.09,2e-08,0.0018505,-0.00276019
1015,5.08,0.09,0.09,2.05e-08,0.00185118,-0.00276382
1016,5.085,0.09,0.09,2.11e-08,0.00185184,-0.00276741
1017,5.09,0.09,0.09,2.17e-08,0.00185248,-0.00277096
1018,5.095,0.09,0.09,2.21e-08,0.00185309,-0.00277448
1019,5.1,0.09,0.09,7.59e-09,0.00185369,-0.00277795
1020,5.105,0.09,0.09,8.16e-09,0.00185425,-0.0027814
1021,5.11,0.09,0.09,2.41e-08,0.00185479,-0.00278481
1022,5.115,0.09,0.09,7.47e-09,0.00185531,-0.00278817
1023,5.12,0.09,0.09,6.82e-09,0.00185581,-0.0027914999999999997
1024,5.125,0.09,0.09,5.82e-09,0.00185629,-0.0027948
1025,5.13,0.09,0.09,5.42e-09,0.00185675,-0.00279806
1026,5.135,0.09,0.09,1.82e-08,0.00185718,-0.0028013
1027,5.14,0.09,0.09,5.08e-09,0.0018576,-0.00280448
1028,5.145,0.09,0.09,5.12e-09,0.001858,-0.00280764
1029,5.15,0.09,0.09,5.09e-09,0.00185838,-0.00281077
1030,5.155,0.09,0.09,5.09e-09,0.00185874,-0.00281386
1031,5.16,0.09,0.09,5.1e-09,0.00185908,-0.00281693
1032,5.165,0.09,0.09,4.94e-09,0.0018594,-0.00281996
1033,5.17,0.09,0.09,1.78e-08,0.0018597,-0.00282296
1034,5.175,0.09,0.09,4.97e-09,0.00185999,-0.00282592
1035,5.18,0.09,0.09,1.81e-08,0.00186025,-0.00282886
1036,5.185,0.09,0.09,5.13e-09,0.00186051,-0.00283176
1037,5.19,0.09,0.09,1.85e-08,0.00186074,-0.00283465
1038,5.195,0.09,0.09,5.29e-09,0.00186097,-0.00283749
1039,5.2,0.09,0.09,1.89e-08,0.00186116,-0.00284031
1040,5.205,0.09,0.09,5.46e-09,0.00186135,-0.00284309
1041,5.21,0.09,0.09,1.92e-08,0.00186152,-0.00284586
1042,5.215,0.09,0.09,5.58e-09,0.00186168,-0.00284858
1043,5.22,0.09,0.09,1.94e-08,0.00186181,-0.00285129
1044,5.225,0.09,0.09,1.95e-08,0.00186194,-0.00285396
1045,5.23,0.09,0.09,1.95e-08,0.00186205,-0.00285661
1046,5.235,0.09,0.09,1.96e-08,0.00186214,-0.00285922
1047,5.24,0.09,0.09,1.96e-08,0.00186222,-0.00286182
1048,5.245,0.09,0.09,1.97e-08,0.00186228,-0.00286438
1049,5.25,0.09,0.09,1.97e-08,0.00186233,-0.00286692
1050,5.255,0.09,0.09,1.97e-08,0.00186237,-0.00286943
1051,5.26,0.09,0.09,1.96e-08,0.00186239,-0.00287191
1052,5.265,0.09,0.09,1.96e-08,0.0018624,-0.00287437
1053,5.27,0.09,0.09,1.96e-08,0.0018624,-0.00287681
1054,5.275,0.09,0.09,1.95e-08,0.00186238,-0.00287922
1055,5.28,0.09,0.09,1.95e-08,0.00186235,-0.0028816
1056,5.285,0.09,0.09,1.96e-08,0.00186231,-0.00288396
1057,5.29,0.09,0.09,1.98e-08,0.00186225,-0.00288629
1058,5.295,0.09,0.09,2.01e-08,0.00186218,-0.0028886
1059,5.3,0.09,0.09,2.04e-08,0.0018621,-0.00289089
1060,5.305,0.09,0.09,2.07e-08,0.00186201,-0.00289315
1061,5.31,0.09,0.09,2.11e-08,0.0018619,-0.00289539
1062,5.315,0.09,0.09,2.14e-08,0.00186179,-0.00289761
1063,5.32,0.09,0.09,2.16e-08,0.00186166,-0.0028998
1064,5.325,0.09,0.09,2.19e-08,0.00186151,-0.00290197
1065,5.33,0.09,0.09,2.2e-08,0.00186136,-0.00290411
1066,5.335,0.09,0.09,2.22e-08,0.0018612,-0.00290624
1067,5.34,0.09,0.09,2.22e-08,0.00186102,-0.00290834
1068,5.345,0.09,0.09,2.23e-08,0.00186084,-0.00291042
1069,5.35,0.09,0.09,2.23e-08,0.00186064,-0.00291248
1070,5.355,0.09,0.09,2.22e-08,0.00186043,-0.00291451
1071,5.36,0.09,0.09,2.21e-08,0.00186021,-0.00291653
1072,5.365,0.09,0.09,2.2e-08,0.00185999,-0.00291852
1073,5.37,0.09,0.09,2.18e-08,0.00185975,-0.00292049
1074,5.375,0.09,0.09,2.17e-08,0.0018595,-0.00292244
1075,5.38,0.09,0.09,2.16e-08,0.00185924,-0.00292438
1076,5.385,0.09,0.09,2.15e-08,0.00185897,-0.00292629
1077,5.39,0.09,0.09,2.14e-08,0.0018587,-0.00292818
1078,5.395,0.09,0.09,2.15e-08,0.00185841,-0.00293005
1079,5.4,0.09,0.09,2.15e-08,0.00185812,-0.00293191
1080,5.405,0.09,0.09,2.16e-08,0.00185781,-0.00293374
1081,5.41,0.09,0.09,2.18e-08,0.0018575,-0.00293556
1082,5.415,0.09,0.09,2.19e-08,0.00185718,-0.00293735
1083,5.42,0.09,0.09,2.21e-08,0.00185685,-0.00293913
1084,5.425,0.09,0.09,2.22e-08,0.00185652,-0.0029409
1085,5.43,0.09,0.09,2.24e-08,0.00185618,-0.00294264
1086,5.435,0.09,0.09,2.25e-08,0.00185583,-0.00294437
1087,5.44,0.09,0.09,2.27e-08,0.00185547,-0.00294608
1088,5.445,0.09,0.09,2.28e-08,0.00185511,-0.00294777
1089,5.45,0.09,0.09,2.29e-08,0.00185474,-0.00294945
1090,5.455,0.09,0.09,2.29e-08,0.00185436,-0.00295111
1091,5.46,0.09,0.09,2.29e-08,0.00185398,-0.00295276
1092,5.465,0.09,0.09,2.29e-08,0.00185359,-0.00295439
1093,5.47,0.09,0.09,2.28e-08,0.0018532,-0.00295601
1094,5.475,0.09,0.09,2.26e-08,0.0018528,-0.00295761
1095,5.48,0.09,0.09,2.23e-08,0.0018524,-0.0029592
1096,5.485,0.09,0.09,2.19e-08,0.00185199,-0.00296077
1097,5.49,0.09,0.09,2.15e-08,0.00185158,-0.00296233
1098,5.495,0.09,0.09,2.15e-08,0.00185116,-0.00296387
1099,5.5,0.09,0.09,2.19e-08,0.00185074,-0.00296541
1100,5.505,0.09,0.09,2.25e-08,0.00185032,-0.00296693
1101,5.51,0.09,0.09,2.32e-08,0.00184989,-0.00296843
1102,5.515,0.09,0.09,2.37e-08,0.00184946,-0.00296993
1103,5.52,0.09,0.09,2.42e-08,0.00184902,-0.00297141
1104,5.525,0.09,0.09,2.46e-08,0.00184859,-0.00297288
1105,5.53,0.09,0.09,2.55e-08,0.00184814,-0.00297434
1106,5.535,0.09,0.09,2.58e-08,0.0018477,-0.00297579
1107,5.54,0.09,0.09,2.56e-08,0.00184725,-0.00297723
1108,5.545,0.09,0.09,2.57e-08,0.00184681,-0.00297865
1109,5.55,0.09,0.09,2.58e-08,0.00184636,-0.00298007
1110,5.555,0.09,0.09,2.58e-08,0.00184591,-0.00298147
1111,5.56,0.09,0.09,2.57e-08,0.00184545,-0.00298287
1112,5.565,0.09,0.09,2.54e-08,0.001845,-0.00298426
1113,5.57,0.09,0.09,2.31e-08,0.00184455,-0.00298564
1114,5.575,0.09,0.09,2.25e-08,0.0018441,-0.00298701
1115,5.58,0.09,0.09,2.28e-08,0.00184365,-0.00298838
1116,5.585,0.09,0.09,6.43e-08,0.00184318,-0.00298976
1117,5.59,0.09,0.09,6.48e-08,0.00184273,-0.00299111
1118,5.595,0.09,0.09,6.38e-08,0.00184228,-0.00299246
1119,5.6,0.09,0.09,2.34e-08,0.00184185,-0.00299378
1120,5.605,0.09,0.09,2.35e-08,0.00184141,-0.00299512
1121,5.61,0.09,0.09,2.34e-08,0.00184097,-0.00299645
1122,5.615,0.09,0.09,6.48e-08,0.00184051,-0.0029978
1123,5.62,0.09,0.09,6.49e-08,0.00184008,-0.00299913
1124,5.625,0.09,0.09,6.33e-08,0.00183966,-0.00300046
1125,5.63,0.09,0.09,6.23e-08,0.00183924,-0.00300179
1126,5.635,0.09,0.09,6.16e-08,0.00183883,-0.00300312
1127,5.64,0.09,0.09,6.1e-08,0.00183843,-0.00300445
1128,5.645,0.09,0.09,6.07e-08,0.00183803,-0.00300578
1129,5.65,0.09,0.09,6.07e-08,0.00183764,-0.00300711
1130,5.655,0.09,0.09,6.09e-08,0.00183725,-0.00300844
1131,5.66,0.09,0.09,6.15e-08,0.00183688,-0.00300978
1132,5.665,0.09,0.09,6.26e-08,0.00183651,-0.00301112
1133,5.67,0.09,0.09,6.43e-08,0.00183615,-0.00301246
1134,5.675,0.09,0.09,6.65e-08,0.0018358,-0.00301381
1135,5.68,0.09,0.09,2.48e-08,0.00183547,-0.00301513
1136,5.685,0.09,0.09,2.57e-08,0.00183514,-0.00301649
1137,5.69,0.09,0.09,2.77e-08,0.00183482,-0.00301785
1138,5.695,0.09,0.09,2.26e-08,0.00183451,-0.00301922
1139,5.7,0.09,0.09,2.21e-08,0.00183421,-0.00302059
1140,5.705,0.09,0.09,6.67e-08,0.0018339,-0.003022
1141,5.71,0.09,0.09,6.75e-08,0.00183362,-0.00302338
1142,5.715,0.09,0.09,6.61e-08,0.00183335,-0.00302478
1143,5.72,0.09,0.09,6.52e-08,0.00183309,-0.00302617
1144,5.725,0.09,0.09,6.44e-08,0.00183284,-0.00302758
1145,5.73,0.09,0.09,6.35e-08,0.0018326,-0.003029
1146,5.735,0.09,0.09,6.26e-08,0.00183237,-0.00303042
1147,5.74,0.09,0.09,6.16e-08,0.00183215,-0.00303185
1148,5.745,0.09,0.09,6.07e-08,0.00183194,-0.00303329
1149,5.75,0.09,0.09,5.97e-08,0.00183174,-0.00303473
1150,5.755,0.09,0.09,5.88e-08,0.00183155,-0.00303619
1151,5.76,0.09,0.09,5.81e-08,0.00183138,-0.00303766
1152,5.765,0.09,0.09,5.75e-08,0.00183122,-0.00303914
1153,5.77,0.09,0.09,5.7e-08,0.00183106,-0.00304062
1154,5.775,0.09,0.09,5.58e-08,0.00183093,-0.00304212
1155,5.78,0.09,0.09,5.58e-08,0.0018308,-0.00304363
1156,5.785,0.09,0.09,5.57e-08,0.00183068,-0.00304515
1157,5.79,0.09,0.09,5.55e-08,0.00183058,-0.00304669
1158,5.795,0.09,0.09,5.53e-08,0.00183048,-0.00304823
1159,5.8,0.09,0.09,5.51e-08,0.0018304,-0.00304978
1160,5.805,0.09,0.09,5.5e-08,0.00183033,-0.00305135
1161,5.81,0.09,0.09,5.48e-08,0.00183027,-0.00305293
1162,5.815,0.09,0.09,5.47e-08,0.00183023,-0.00305452
1163,5.82,0.09,0.09,6.54e-08,0.00183019,-0.00305613
1164,5.825,0.09,0.09,6.82e-08,0.00183017,-0.00305775
1165,5.83,0.09,0.09,6.85e-08,0.00183017,-0.00305939
1166,5.835,0.09,0.09,6.95e-08,0.00183017,-0.00306104
1167,5.84,0.09,0.09,7.11e-08,0.00183019,-0.0030627
1168,5.845,0.09,0.09,7.33e-08,0.00183022,-0.00306437
1169,5.85,0.09,0.09,7.47e-08,0.00183027,-0.00306606
1170,5.855,0.09,0.09,7.55e-08,0.00183032,-0.00306777
1171,5.86,0.09,0.09,7.58e-08,0.00183039,-0.00306949
1172,5.865,0.09,0.09,7.05e-08,0.00183048,-0.00307122
1173,5.87,0.09,0.09,6.14e-08,0.00183058,-0.00307296
1174,5.875,0.09,0.09,6.11e-08,0.00183068,-0.00307472
1175,5.88,0.09,0.09,6.14e-08,0.0018308,-0.0030765000000000002
1176,5.885,0.09,0.09,6.17e-08,0.00183094,-0.0030783
1177,5.89,0.09,0.09,6.21e-08,0.00183108,-0.0030800999999999997
1178,5.895,0.09,0.09,5.86e-08,0.00183124,-0.00308193
1179,5.9,0.09,0.09,5.71e-08,0.00183142,-0.00308377
1180,5.905,0.09,0.09,5.65e-08,0.0018316,-0.00308563
1181,5.91,0.09,0.09,6.29e-08,0.0018318,-0.00308751
1182,5.915,0.09,0.09,6.26e-08,0.00183202,-0.00308941
1183,5.92,0.09,0.09,6.18e-08,0.00183226,-0.00309133
1184,5.925,0.09,0.09,6.1e-08,0.0018325,-0.00309326
1185,5.93,0.09,0.09,6.03e-08,0.00183276,-0.00309521
1186,5.935,0.09,0.09,5.97e-08,0.00183304,-0.00309718
1187,5.94,0.09,0.09,5.92e-08,0.00183333,-0.00309917
1188,5.945,0.09,0.09,5.88e-08,0.00183362,-0.00310117
1189,5.95,0.09,0.09,5.86e-08,0.00183394,-0.00310319
1190,5.955,0.09,0.09,5.86e-08,0.00183426,-0.00310523
1191,5.96,0.09,0.09,5.91e-08,0.0018346,-0.00310728
